city,date,weather_satisfaction,air_quality_satisfaction
Lahore,1996-09-19,3,5
Lahore,1996-09-24,1,6
Lahore,1996-10-02,7,4
Lahore,1996-10-12,7,1
Lahore,1996-10-17,6,10
Lahore,1996-10-28,5,1
Lahore,1996-11-03,5,1
Lahore,1996-11-10,6,1
Lahore,1996-11-14,5,4
Lahore,1996-11-21,8,3
Lahore,1996-11-28,5,1
Lahore,1996-12-04,3,4
Lahore,1996-12-16,4,4
Lahore,1996-12-17,6,3
Lahore,1996-12-28,5,4
Lahore,1997-01-06,7,1
Lahore,1997-01-09,5,3
Lahore,1997-01-17,7,1
Lahore,1997-01-25,6,1
Lahore,1997-02-01,7,2
Lahore,1997-02-06,6,1
Lahore,1997-02-11,7,3
Lahore,1997-02-23,6,1
Lahore,1997-03-01,8,4
Lahore,1997-03-05,9,3
Lahore,1997-03-15,8,3
Lahore,1997-03-23,7,3
Lahore,1997-03-26,8,5
Lahore,1997-04-02,9,3
Lahore,1997-04-08,10,4
Lahore,1997-04-21,7,3
Lahore,1997-04-26,9,3
Lahore,1997-05-04,6,3
Lahore,1997-05-09,6,7
Lahore,1997-05-15,6,4
Lahore,1997-05-22,6,7
Lahore,1997-05-27,7,3
Lahore,1997-06-05,2,7
Lahore,1997-06-11,4,6
Lahore,1997-06-22,5,4
Lahore,1997-06-29,4,5
Lahore,1997-07-06,1,1
Lahore,1997-07-09,3,4
Lahore,1997-07-19,3,5
Lahore,1997-07-23,3,1
Lahore,1997-08-02,2,6
Lahore,1997-08-06,5,3
Lahore,1997-08-12,6,3
Lahore,1997-08-20,3,3
Lahore,1997-08-30,5,1
Lahore,1997-09-03,4,5
Lahore,1997-09-14,5,5
Lahore,1997-09-21,5,4
Lahore,1997-09-28,7,4
Lahore,1997-10-02,5,4
Lahore,1997-10-10,6,5
Lahore,1997-10-18,9,3
Lahore,1997-10-27,7,5
Lahore,1997-10-30,6,1
Lahore,1997-11-10,6,2
Lahore,1997-11-15,6,1
Lahore,1997-11-23,5,2
Lahore,1997-11-29,6,1
Lahore,1997-12-07,6,1
Lahore,1997-12-11,3,3
Lahore,1997-12-20,5,1
Lahore,1997-12-26,4,1
Lahore,1997-12-31,5,2
Lahore,1998-01-07,7,2
Lahore,1998-01-18,6,3
Lahore,1998-01-21,6,2
Lahore,1998-01-30,8,1
Lahore,1998-02-05,7,2
Lahore,1998-02-14,5,1
Lahore,1998-02-22,8,1
Lahore,1998-02-24,6,1
Lahore,1998-03-03,9,4
Lahore,1998-03-15,8,3
Lahore,1998-03-19,6,4
Lahore,1998-03-28,8,5
Lahore,1998-04-04,10,4
Lahore,1998-04-13,9,4
Lahore,1998-04-14,6,7
Lahore,1998-04-22,6,6
Lahore,1998-05-04,5,4
Lahore,1998-05-05,7,6
Lahore,1998-05-12,6,3
Lahore,1998-05-22,4,7
Lahore,1998-05-31,6,5
Lahore,1998-06-06,2,8
Lahore,1998-06-12,3,5
Lahore,1998-06-22,2,8
Lahore,1998-06-24,2,5
Lahore,1998-07-06,3,7
Lahore,1998-07-09,3,6
Lahore,1998-07-16,5,3
Lahore,1998-07-21,2,8
Lahore,1998-08-02,3,10
Lahore,1998-08-10,4,7
Lahore,1998-08-15,10,9
Lahore,1998-08-21,7,5
Lahore,1998-08-28,6,5
Lahore,1998-09-02,7,4
Lahore,1998-09-14,5,7
Lahore,1998-09-19,7,3
Lahore,1998-09-24,6,4
Lahore,1998-10-01,7,3
Lahore,1998-10-12,8,3
Lahore,1998-10-16,6,3
Lahore,1998-10-24,8,3
Lahore,1998-11-02,6,1
Lahore,1998-11-07,7,2
Lahore,1998-11-16,6,4
Lahore,1998-11-17,6,1
Lahore,1998-11-30,5,1
Lahore,1998-12-04,6,2
Lahore,1998-12-14,7,2
Lahore,1998-12-21,7,2
Lahore,1998-12-28,4,1
Lahore,1998-12-29,4,1
Lahore,1999-01-07,5,3
Lahore,1999-01-18,9,2
Lahore,1999-01-22,5,1
Lahore,1999-01-26,7,1
Lahore,1999-02-06,7,2
Lahore,1999-02-10,7,3
Lahore,1999-02-21,7,2
Lahore,1999-02-24,7,1
Lahore,1999-03-02,10,10
Lahore,1999-03-10,8,3
Lahore,1999-03-20,6,2
Lahore,1999-03-24,5,4
Lahore,1999-04-04,8,3
Lahore,1999-04-06,8,2
Lahore,1999-04-14,1,3
Lahore,1999-04-26,7,6
Lahore,1999-04-29,10,4
Lahore,1999-05-04,5,3
Lahore,1999-05-17,6,6
Lahore,1999-05-21,7,4
Lahore,1999-05-28,7,6
Lahore,1999-06-01,5,5
Lahore,1999-06-14,2,4
Lahore,1999-06-20,2,4
Lahore,1999-06-23,3,5
Lahore,1999-06-29,5,4
Lahore,1999-07-09,5,5
Lahore,1999-07-16,3,4
Lahore,1999-07-21,4,5
Lahore,1999-07-28,6,6
Lahore,1999-08-07,5,5
Lahore,1999-08-14,4,4
Lahore,1999-08-18,6,6
Lahore,1999-08-30,3,3
Lahore,1999-09-04,5,4
Lahore,1999-09-12,6,5
Lahore,1999-09-15,5,2
Lahore,1999-09-26,6,1
Lahore,1999-10-03,8,2
Lahore,1999-10-08,7,3
Lahore,1999-10-13,7,2
Lahore,1999-10-21,7,3
Lahore,1999-10-29,6,3
Lahore,1999-11-05,5,1
Lahore,1999-11-09,6,1
Lahore,1999-11-18,7,1
Lahore,1999-11-25,7,1
Lahore,1999-12-01,7,1
Lahore,1999-12-08,3,3
Lahore,1999-12-20,7,2
Lahore,1999-12-27,3,2
Lahore,2000-01-02,5,3
Lahore,2000-01-10,5,3
Lahore,2000-01-11,7,1
Lahore,2000-01-20,6,1
Lahore,2000-01-29,7,2
Lahore,2000-02-07,1,3
Lahore,2000-02-12,6,1
Lahore,2000-02-21,6,1
Lahore,2000-02-27,7,5
Lahore,2000-03-03,9,4
Lahore,2000-03-10,8,3
Lahore,2000-03-18,9,6
Lahore,2000-03-24,8,1
Lahore,2000-03-28,9,2
Lahore,2000-04-08,9,3
Lahore,2000-04-11,6,3
Lahore,2000-04-22,8,3
Lahore,2000-04-29,7,6
Lahore,2000-05-08,5,6
Lahore,2000-05-09,6,5
Lahore,2000-05-19,4,6
Lahore,2000-05-28,5,6
Lahore,2000-06-01,2,6
Lahore,2000-06-07,4,6
Lahore,2000-06-14,2,5
Lahore,2000-06-24,4,5
Lahore,2000-07-03,1,5
Lahore,2000-07-08,5,6
Lahore,2000-07-13,2,6
Lahore,2000-07-24,2,5
Lahore,2000-07-27,4,3
Lahore,2000-08-06,6,6
Lahore,2000-08-13,5,6
Lahore,2000-08-17,6,7
Lahore,2000-08-26,6,5
Lahore,2000-08-31,3,5
Lahore,2000-09-11,8,4
Lahore,2000-09-16,6,7
Lahore,2000-09-21,5,3
Lahore,2000-09-29,5,5
Lahore,2000-10-04,7,1
Lahore,2000-10-13,6,2
Lahore,2000-10-23,5,4
Lahore,2000-10-25,7,2
Lahore,2000-11-03,6,1
Lahore,2000-11-07,7,1
Lahore,2000-11-16,7,1
Lahore,2000-11-23,5,1
Lahore,2000-11-30,7,4
Lahore,2000-12-09,5,4
Lahore,2000-12-15,4,2
Lahore,2000-12-25,5,3
Lahore,2000-12-27,6,1
Lahore,2001-01-05,7,5
Lahore,2001-01-14,7,2
Lahore,2001-01-21,8,1
Lahore,2001-01-23,5,2
Lahore,2001-01-31,9,3
Lahore,2001-02-10,7,3
Lahore,2001-02-13,8,2
Lahore,2001-02-22,7,3
Lahore,2001-03-05,10,4
Lahore,2001-03-12,8,5
Lahore,2001-03-14,7,4
Lahore,2001-03-20,9,3
Lahore,2001-04-02,7,4
Lahore,2001-04-03,9,7
Lahore,2001-04-11,7,3
Lahore,2001-04-21,10,5
Lahore,2001-04-28,9,1
Lahore,2001-05-02,4,3
Lahore,2001-05-11,6,5
Lahore,2001-05-19,6,5
Lahore,2001-05-27,4,3
Lahore,2001-06-03,5,5
Lahore,2001-06-07,4,4
Lahore,2001-06-18,3,3
Lahore,2001-06-23,4,5
Lahore,2001-07-01,4,5
Lahore,2001-07-08,2,4
Lahore,2001-07-11,2,4
Lahore,2001-07-22,3,1
Lahore,2001-07-24,2,6
Lahore,2001-08-06,4,4
Lahore,2001-08-08,4,6
Lahore,2001-08-15,6,4
Lahore,2001-08-23,4,4
Lahore,2001-09-01,4,3
Lahore,2001-09-09,6,5
Lahore,2001-09-15,5,2
Lahore,2001-09-21,6,7
Lahore,2001-09-30,6,3
Lahore,2001-10-02,8,2
Lahore,2001-10-09,7,2
Lahore,2001-10-21,5,3
Lahore,2001-10-24,8,3
Lahore,2001-11-04,7,4
Lahore,2001-11-06,8,3
Lahore,2001-11-13,4,4
Lahore,2001-11-23,7,1
Lahore,2001-11-29,7,2
Lahore,2001-12-05,5,1
Lahore,2001-12-15,5,3
Lahore,2001-12-19,10,2
Lahore,2001-12-30,5,1
Lahore,2002-01-05,5,4
Lahore,2002-01-14,7,1
Lahore,2002-01-15,9,1
Lahore,2002-01-22,6,2
Lahore,2002-02-01,8,3
Lahore,2002-02-05,6,1
Lahore,2002-02-16,6,6
Lahore,2002-02-22,6,4
Lahore,2002-03-03,6,1
Lahore,2002-03-08,9,4
Lahore,2002-03-14,5,3
Lahore,2002-03-20,7,4
Lahore,2002-03-30,7,3
Lahore,2002-04-06,6,4
Lahore,2002-04-14,6,4
Lahore,2002-04-21,8,6
Lahore,2002-04-26,8,4
Lahore,2002-05-03,6,5
Lahore,2002-05-10,6,5
Lahore,2002-05-17,5,4
Lahore,2002-05-26,3,4
Lahore,2002-06-01,4,5
Lahore,2002-06-04,3,4
Lahore,2002-06-11,3,4
Lahore,2002-06-20,1,6
Lahore,2002-06-25,6,4
Lahore,2002-07-03,4,7
Lahore,2002-07-14,4,5
Lahore,2002-07-20,4,7
Lahore,2002-07-27,4,3
Lahore,2002-08-03,4,6
Lahore,2002-08-09,5,5
Lahore,2002-08-18,5,6
Lahore,2002-08-20,4,5
Lahore,2002-08-29,10,3
Lahore,2002-09-03,5,4
Lahore,2002-09-12,7,2
Lahore,2002-09-17,7,4
Lahore,2002-09-27,5,2
Lahore,2002-10-04,6,1
Lahore,2002-10-08,8,1
Lahore,2002-10-18,7,3
Lahore,2002-10-25,7,1
Lahore,2002-11-02,6,10
Lahore,2002-11-10,6,1
Lahore,2002-11-18,5,2
Lahore,2002-11-24,4,1
Lahore,2002-11-28,3,1
Lahore,2002-12-04,5,4
Lahore,2002-12-15,5,1
Lahore,2002-12-17,4,1
Lahore,2002-12-30,5,2
Lahore,2003-01-03,7,1
Lahore,2003-01-07,5,1
Lahore,2003-01-18,6,2
Lahore,2003-01-23,4,1
Lahore,2003-02-02,8,4
Lahore,2003-02-07,9,2
Lahore,2003-02-12,8,1
Lahore,2003-02-23,5,2
Lahore,2003-02-25,8,2
Lahore,2003-03-07,9,4
Lahore,2003-03-13,6,2
Lahore,2003-03-20,7,5
Lahore,2003-03-31,7,6
Lahore,2003-04-02,8,4
Lahore,2003-04-13,7,6
Lahore,2003-04-17,8,4
Lahore,2003-04-24,6,3
Lahore,2003-05-05,7,6
Lahore,2003-05-06,7,1
Lahore,2003-05-17,7,4
Lahore,2003-05-23,7,4
Lahore,2003-05-27,6,4
Lahore,2003-06-07,1,4
Lahore,2003-06-13,2,4
Lahore,2003-06-17,3,3
Lahore,2003-06-29,4,6
Lahore,2003-07-01,3,6
Lahore,2003-07-08,3,4
Lahore,2003-07-16,4,4
Lahore,2003-07-28,1,7
Lahore,2003-07-30,4,4
Lahore,2003-08-10,5,5
Lahore,2003-08-13,5,4
Lahore,2003-08-21,4,5
Lahore,2003-08-31,10,5
Lahore,2003-09-08,6,3
Lahore,2003-09-11,6,5
Lahore,2003-09-17,5,2
Lahore,2003-09-23,5,6
Lahore,2003-10-01,9,3
Lahore,2003-10-13,6,4
Lahore,2003-10-20,7,2
Lahore,2003-10-24,6,1
Lahore,2003-10-29,7,2
Lahore,2003-11-07,5,2
Lahore,2003-11-14,5,3
Lahore,2003-11-24,6,2
Lahore,2003-11-25,6,2
Lahore,2003-12-03,4,1
Lahore,2003-12-11,6,3
Lahore,2003-12-17,6,1
Lahore,2003-12-26,3,2
Lahore,2004-01-01,6,3
Lahore,2004-01-07,8,2
Lahore,2004-01-14,7,2
Lahore,2004-01-26,8,1
Lahore,2004-02-01,5,2
Lahore,2004-02-08,7,1
Lahore,2004-02-11,5,1
Lahore,2004-02-18,7,1
Lahore,2004-02-29,8,6
Lahore,2004-03-06,9,3
Lahore,2004-03-09,8,3
Lahore,2004-03-21,1,10
Lahore,2004-03-24,8,2
Lahore,2004-03-31,9,4
Lahore,2004-04-06,7,1
Lahore,2004-04-19,7,4
Lahore,2004-04-25,10,5
Lahore,2004-05-01,6,3
Lahore,2004-05-10,5,4
Lahore,2004-05-14,4,5
Lahore,2004-05-21,7,4
Lahore,2004-05-31,6,4
Lahore,2004-06-03,2,1
Lahore,2004-06-14,3,3
Lahore,2004-06-16,4,4
Lahore,2004-06-22,4,6
Lahore,2004-07-01,3,5
Lahore,2004-07-12,2,5
Lahore,2004-07-14,2,4
Lahore,2004-07-26,2,4
Lahore,2004-07-27,3,5
Lahore,2004-08-06,5,6
Lahore,2004-08-16,4,3
Lahore,2004-08-20,4,3
Lahore,2004-08-24,4,3
Lahore,2004-09-03,4,2
Lahore,2004-09-13,4,2
Lahore,2004-09-15,6,1
Lahore,2004-09-21,4,4
Lahore,2004-09-28,6,3
Lahore,2004-10-09,7,2
Lahore,2004-10-14,7,1
Lahore,2004-10-24,8,2
Lahore,2004-10-28,7,4
Lahore,2004-11-03,6,1
Lahore,2004-11-11,5,3
Lahore,2004-11-20,5,1
Lahore,2004-11-23,7,1
Lahore,2004-12-03,4,1
Lahore,2004-12-07,6,1
Lahore,2004-12-17,6,1
Lahore,2004-12-27,6,3
Lahore,2004-12-31,4,1
Lahore,2005-01-08,6,2
Lahore,2005-01-12,6,1
Lahore,2005-01-23,5,3
Lahore,2005-01-31,6,2
Lahore,2005-02-04,9,1
Lahore,2005-02-09,7,1
Lahore,2005-02-18,6,5
Lahore,2005-02-25,7,4
Lahore,2005-03-06,8,3
Lahore,2005-03-10,6,5
Lahore,2005-03-18,7,1
Lahore,2005-03-27,6,4
Lahore,2005-03-31,10,7
Lahore,2005-04-11,8,3
Lahore,2005-04-18,7,6
Lahore,2005-04-25,8,4
Lahore,2005-05-01,5,6
Lahore,2005-05-04,6,3
Lahore,2005-05-14,6,7
Lahore,2005-05-20,4,7
Lahore,2005-05-26,5,1
Lahore,2005-06-01,3,6
Lahore,2005-06-08,10,3
Lahore,2005-06-19,3,4
Lahore,2005-06-22,3,3
Lahore,2005-07-04,3,7
Lahore,2005-07-10,5,4
Lahore,2005-07-14,5,6
Lahore,2005-07-25,1,6
Lahore,2005-07-28,3,5
Lahore,2005-08-03,3,4
Lahore,2005-08-10,3,3
Lahore,2005-08-21,5,6
Lahore,2005-08-27,3,6
Lahore,2005-09-05,5,4
Lahore,2005-09-10,7,2
Lahore,2005-09-14,5,1
Lahore,2005-09-21,5,5
Lahore,2005-10-03,8,3
Lahore,2005-10-08,6,1
Lahore,2005-10-12,4,3
Lahore,2005-10-21,5,1
Lahore,2005-10-30,5,5
Lahore,2005-11-05,6,5
Lahore,2005-11-12,5,1
Lahore,2005-11-20,7,2
Lahore,2005-11-26,7,1
Lahore,2005-12-04,6,10
Lahore,2005-12-09,3,1
Lahore,2005-12-19,6,2
Lahore,2005-12-23,6,1
Lahore,2005-12-31,5,4
Lahore,2006-01-04,6,1
Lahore,2006-01-12,6,1
Lahore,2006-01-22,6,2
Lahore,2006-01-24,4,3
Lahore,2006-02-06,7,1
Lahore,2006-02-08,8,4
Lahore,2006-02-18,8,1
Lahore,2006-02-24,7,4
Lahore,2006-03-04,1,1
Lahore,2006-03-13,9,2
Lahore,2006-03-19,8,3
Lahore,2006-03-24,6,5
Lahore,2006-04-02,10,3
Lahore,2006-04-10,7,6
Lahore,2006-04-12,8,6
Lahore,2006-04-22,7,6
Lahore,2006-04-28,8,3
Lahore,2006-05-02,4,5
Lahore,2006-05-13,5,6
Lahore,2006-05-22,8,4
Lahore,2006-05-28,4,4
Lahore,2006-06-02,3,6
Lahore,2006-06-06,3,5
Lahore,2006-06-17,1,4
Lahore,2006-06-23,4,4
Lahore,2006-06-27,4,5
Lahore,2006-07-06,2,6
Lahore,2006-07-14,4,7
Lahore,2006-07-22,10,6
Lahore,2006-07-30,3,8
Lahore,2006-08-01,4,4
Lahore,2006-08-10,5,6
Lahore,2006-08-17,5,5
Lahore,2006-08-27,3,7
Lahore,2006-08-30,6,5
Lahore,2006-09-10,5,5
Lahore,2006-09-14,10,3
Lahore,2006-09-19,6,4
Lahore,2006-09-27,6,4
Lahore,2006-10-05,7,3
Lahore,2006-10-10,6,2
Lahore,2006-10-19,6,4
Lahore,2006-10-29,6,3
Lahore,2006-11-04,7,1
Lahore,2006-11-13,6,1
Lahore,2006-11-16,5,2
Lahore,2006-11-27,5,1
Lahore,2006-11-30,6,1
Lahore,2006-12-08,5,2
Lahore,2006-12-13,6,3
Lahore,2006-12-22,5,3
Lahore,2006-12-28,6,1
Lahore,2007-01-05,10,2
Lahore,2007-01-11,10,2
Lahore,2007-01-22,6,1
Lahore,2007-01-24,7,2
Lahore,2007-02-05,8,3
Lahore,2007-02-06,7,1
Lahore,2007-02-16,7,3
Lahore,2007-02-24,9,4
Lahore,2007-03-02,10,2
Lahore,2007-03-08,7,3
Lahore,2007-03-14,10,3
Lahore,2007-03-25,8,1
Lahore,2007-04-01,7,4
Lahore,2007-04-06,7,7
Lahore,2007-04-13,6,3
Lahore,2007-04-23,9,3
Lahore,2007-04-24,6,5
Lahore,2007-05-04,5,9
Lahore,2007-05-11,6,1
Lahore,2007-05-21,6,4
Lahore,2007-05-24,5,4
Lahore,2007-06-04,4,5
Lahore,2007-06-10,3,5
Lahore,2007-06-13,3,4
Lahore,2007-06-19,1,3
Lahore,2007-06-30,4,5
Lahore,2007-07-09,4,6
Lahore,2007-07-14,4,6
Lahore,2007-07-19,4,4
Lahore,2007-07-24,5,7
Lahore,2007-08-04,3,6
Lahore,2007-08-13,2,5
Lahore,2007-08-16,1,5
Lahore,2007-08-26,4,3
Lahore,2007-08-29,3,5
Lahore,2007-09-05,4,6
Lahore,2007-09-17,4,1
Lahore,2007-09-18,6,3
Lahore,2007-10-01,6,2
Lahore,2007-10-06,6,4
Lahore,2007-10-13,9,3
Lahore,2007-10-17,8,3
Lahore,2007-10-27,7,2
Lahore,2007-10-31,8,3
Lahore,2007-11-07,5,1
Lahore,2007-11-13,7,1
Lahore,2007-11-24,4,2
Lahore,2007-12-01,7,1
Lahore,2007-12-07,4,3
Lahore,2007-12-13,5,1
Lahore,2007-12-21,5,1
Lahore,2007-12-25,5,1
Lahore,2008-01-05,6,3
Lahore,2008-01-10,6,1
Lahore,2008-01-18,5,2
Lahore,2008-01-28,7,1
Lahore,2008-01-30,7,2
Lahore,2008-02-10,9,1
Lahore,2008-02-14,6,1
Lahore,2008-02-24,8,1
Lahore,2008-03-02,7,4
Lahore,2008-03-10,8,3
Lahore,2008-03-16,10,3
Lahore,2008-03-22,8,1
Lahore,2008-03-25,6,5
Lahore,2008-04-03,6,2
Lahore,2008-04-12,7,4
Lahore,2008-04-20,10,3
Lahore,2008-04-26,8,5
Lahore,2008-05-01,6,3
Lahore,2008-05-10,5,3
Lahore,2008-05-16,6,4
Lahore,2008-05-26,4,4
Lahore,2008-06-01,2,4
Lahore,2008-06-04,3,6
Lahore,2008-06-15,4,3
Lahore,2008-06-22,3,7
Lahore,2008-06-28,3,3
Lahore,2008-07-02,5,6
Lahore,2008-07-13,3,3
Lahore,2008-07-20,1,7
Lahore,2008-07-25,1,7
Lahore,2008-08-03,4,6
Lahore,2008-08-07,4,4
Lahore,2008-08-13,5,7
Lahore,2008-08-25,3,5
Lahore,2008-08-29,3,4
Lahore,2008-09-04,5,3
Lahore,2008-09-13,3,3
Lahore,2008-09-18,10,2
Lahore,2008-09-26,6,4
Lahore,2008-10-06,6,1
Lahore,2008-10-09,7,4
Lahore,2008-10-16,3,1
Lahore,2008-10-25,6,2
Lahore,2008-11-02,6,3
Lahore,2008-11-07,6,4
Lahore,2008-11-14,7,1
Lahore,2008-11-23,5,10
Lahore,2008-11-26,6,1
Lahore,2008-12-07,6,1
Lahore,2008-12-10,5,2
Lahore,2008-12-19,4,1
Lahore,2008-12-27,3,2
Lahore,2009-01-01,7,1
Lahore,2009-01-12,6,2
Lahore,2009-01-16,6,1
Lahore,2009-01-22,4,2
Lahore,2009-01-27,5,2
Lahore,2009-02-03,8,10
Lahore,2009-02-14,8,2
Lahore,2009-02-20,9,1
Lahore,2009-02-28,7,2
Lahore,2009-03-06,8,1
Lahore,2009-03-10,9,2
Lahore,2009-03-23,7,1
Lahore,2009-03-25,5,5
Lahore,2009-04-05,8,6
Lahore,2009-04-09,9,6
Lahore,2009-04-15,7,3
Lahore,2009-04-21,7,4
Lahore,2009-04-30,8,4
Lahore,2009-05-08,5,5
Lahore,2009-05-15,4,2
Lahore,2009-05-19,4,6
Lahore,2009-05-31,6,3
Lahore,2009-06-05,3,5
Lahore,2009-06-15,2,6
Lahore,2009-06-16,2,7
Lahore,2009-06-28,3,4
Lahore,2009-07-03,2,4
Lahore,2009-07-13,4,8
Lahore,2009-07-14,3,4
Lahore,2009-07-23,4,4
Lahore,2009-07-30,3,4
Lahore,2009-08-08,6,4
Lahore,2009-08-16,4,3
Lahore,2009-08-21,4,5
Lahore,2009-08-28,5,3
Lahore,2009-09-05,6,4
Lahore,2009-09-14,4,3
Lahore,2009-09-17,6,4
Lahore,2009-09-24,4,4
Lahore,2009-09-30,5,2
Lahore,2009-10-12,8,3
Lahore,2009-10-15,7,5
Lahore,2009-10-25,7,4
Lahore,2009-10-29,6,1
Lahore,2009-11-06,7,1
Lahore,2009-11-16,5,1
Lahore,2009-11-22,5,1
Lahore,2009-11-28,5,2
Lahore,2009-12-01,5,1
Lahore,2009-12-13,5,1
Lahore,2009-12-20,1,1
Lahore,2009-12-23,4,2
Lahore,2009-12-30,5,2
Lahore,2010-01-08,6,1
Lahore,2010-01-18,8,1
Lahore,2010-01-25,5,2
Lahore,2010-01-31,5,1
Lahore,2010-02-06,7,3
Lahore,2010-02-11,5,10
Lahore,2010-02-21,8,1
Lahore,2010-03-01,8,5
Lahore,2010-03-03,7,3
Lahore,2010-03-11,8,4
Lahore,2010-03-18,5,3
Lahore,2010-03-28,10,4
Lahore,2010-03-31,9,4
Lahore,2010-04-11,7,4
Lahore,2010-04-17,10,4
Lahore,2010-04-23,9,4
Lahore,2010-05-02,5,4
Lahore,2010-05-05,3,3
Lahore,2010-05-17,6,2
Lahore,2010-05-20,6,1
Lahore,2010-05-28,7,6
Lahore,2010-06-04,3,5
Lahore,2010-06-10,3,4
Lahore,2010-06-20,5,1
Lahore,2010-06-28,5,2
Lahore,2010-06-29,4,4
Lahore,2010-07-06,3,6
Lahore,2010-07-15,5,4
Lahore,2010-07-20,2,5
Lahore,2010-07-27,5,2
Lahore,2010-08-03,3,7
Lahore,2010-08-13,5,6
Lahore,2010-08-20,2,6
Lahore,2010-08-27,5,5
Lahore,2010-08-31,3,7
Lahore,2010-09-11,5,7
Lahore,2010-09-16,4,1
Lahore,2010-09-22,6,4
Lahore,2010-10-02,5,1
Lahore,2010-10-07,5,3
Lahore,2010-10-13,7,2
Lahore,2010-10-24,7,3
Lahore,2010-10-28,7,1
Lahore,2010-11-08,4,2
Lahore,2010-11-12,7,3
Lahore,2010-11-18,6,2
Lahore,2010-11-23,6,1
Lahore,2010-12-06,4,1
Lahore,2010-12-08,5,1
Lahore,2010-12-18,6,2
Lahore,2010-12-22,5,2
Lahore,2011-01-02,8,1
Lahore,2011-01-04,6,1
Lahore,2011-01-17,4,2
Lahore,2011-01-23,6,1
Lahore,2011-01-28,10,3
Lahore,2011-02-06,7,3
Lahore,2011-02-08,7,1
Lahore,2011-02-17,7,1
Lahore,2011-02-22,7,3
Lahore,2011-03-04,9,3
Lahore,2011-03-13,8,5
Lahore,2011-03-21,8,5
Lahore,2011-03-25,10,3
Lahore,2011-04-03,7,5
Lahore,2011-04-05,9,5
Lahore,2011-04-12,6,6
Lahore,2011-04-25,8,5
Lahore,2011-04-29,1,2
Lahore,2011-05-08,4,6
Lahore,2011-05-13,4,3
Lahore,2011-05-23,5,2
Lahore,2011-05-24,5,5
Lahore,2011-06-06,4,4
Lahore,2011-06-10,5,6
Lahore,2011-06-18,3,4
Lahore,2011-06-21,4,6
Lahore,2011-06-29,5,4
Lahore,2011-07-11,3,4
Lahore,2011-07-18,3,6
Lahore,2011-07-25,4,4
Lahore,2011-07-30,3,5
Lahore,2011-08-05,5,2
Lahore,2011-08-09,4,4
Lahore,2011-08-21,3,6
Lahore,2011-08-26,2,5
Lahore,2011-09-05,6,2
Lahore,2011-09-11,4,1
Lahore,2011-09-15,4,5
Lahore,2011-09-26,6,4
Lahore,2011-09-29,6,4
Lahore,2011-10-08,6,2
Lahore,2011-10-12,7,3
Lahore,2011-10-24,9,1
Lahore,2011-10-25,6,2
Lahore,2011-11-05,10,1
Lahore,2011-11-10,7,1
Lahore,2011-11-20,5,1
Lahore,2011-11-25,5,1
Lahore,2011-11-29,5,1
Lahore,2011-12-12,4,3
Lahore,2011-12-14,4,1
Lahore,2011-12-24,4,4
Lahore,2011-12-30,6,1
Lahore,2012-01-03,4,1
Lahore,2012-01-11,6,2
Lahore,2012-01-21,6,1
Lahore,2012-01-27,6,1
Lahore,2012-02-04,7,4
Lahore,2012-02-11,6,5
Lahore,2012-02-17,7,3
Lahore,2012-02-25,7,3
Lahore,2012-03-01,6,2
Lahore,2012-03-10,8,4
Lahore,2012-03-14,6,4
Lahore,2012-03-23,6,1
Lahore,2012-03-27,8,4
Lahore,2012-04-09,1,2
Lahore,2012-04-10,6,6
Lahore,2012-04-23,7,6
Lahore,2012-04-24,8,4
Lahore,2012-05-04,6,7
Lahore,2012-05-13,5,3
Lahore,2012-05-20,4,6
Lahore,2012-05-24,6,6
Lahore,2012-06-04,3,6
Lahore,2012-06-07,3,5
Lahore,2012-06-17,4,3
Lahore,2012-06-22,3,7
Lahore,2012-06-30,4,4
Lahore,2012-07-09,4,2
Lahore,2012-07-10,1,1
Lahore,2012-07-21,2,6
Lahore,2012-07-27,4,10
Lahore,2012-07-31,3,5
Lahore,2012-08-08,5,5
Lahore,2012-08-19,4,3
Lahore,2012-08-25,3,2
Lahore,2012-08-28,4,5
Lahore,2012-09-09,5,2
Lahore,2012-09-13,3,3
Lahore,2012-09-24,5,4
Lahore,2012-09-29,4,5
Lahore,2012-10-04,6,3
Lahore,2012-10-12,7,3
Lahore,2012-10-21,7,1
Lahore,2012-10-24,7,3
Lahore,2012-10-31,5,2
Lahore,2012-11-07,5,4
Lahore,2012-11-13,7,1
Lahore,2012-11-24,6,10
Lahore,2012-12-01,6,1
Lahore,2012-12-08,3,1
Lahore,2012-12-14,6,1
Lahore,2012-12-20,4,2
Lahore,2012-12-25,6,1
Lahore,2013-01-01,5,2
Lahore,2013-01-10,7,2
Lahore,2013-01-20,5,1
Lahore,2013-01-26,5,3
Lahore,2013-01-30,7,4
Lahore,2013-02-11,6,2
Lahore,2013-02-16,7,1
Lahore,2013-02-21,8,4
Lahore,2013-03-03,7,4
Lahore,2013-03-07,7,2
Lahore,2013-03-12,6,1
Lahore,2013-03-20,6,4
Lahore,2013-03-27,9,2
Lahore,2013-04-08,7,4
Lahore,2013-04-14,4,6
Lahore,2013-04-17,8,5
Lahore,2013-04-28,9,8
Lahore,2013-05-03,6,3
Lahore,2013-05-13,5,3
Lahore,2013-05-17,5,3
Lahore,2013-05-26,5,5
Lahore,2013-05-28,3,3
Lahore,2013-06-08,3,5
