city,date,weather_satisfaction,air_quality_satisfaction
Karachi,1996-09-18,5,4
Karachi,1996-09-28,4,5
Karachi,1996-10-07,5,7
Karachi,1996-10-12,7,6
Karachi,1996-10-19,6,6
Karachi,1996-10-28,6,6
Karachi,1996-10-29,7,6
Karachi,1996-11-07,9,5
Karachi,1996-11-15,7,6
Karachi,1996-11-22,7,4
Karachi,1996-11-30,7,6
Karachi,1996-12-06,8,7
Karachi,1996-12-11,6,9
Karachi,1996-12-21,6,6
Karachi,1996-12-24,7,7
Karachi,1997-01-06,7,7
Karachi,1997-01-10,10,6
Karachi,1997-01-14,5,9
Karachi,1997-01-22,9,7
Karachi,1997-01-29,8,6
Karachi,1997-02-09,8,8
Karachi,1997-02-16,8,6
Karachi,1997-02-23,9,5
Karachi,1997-02-27,7,6
Karachi,1997-03-05,8,6
Karachi,1997-03-17,6,6
Karachi,1997-03-19,7,6
Karachi,1997-03-28,7,8
Karachi,1997-04-03,4,6
Karachi,1997-04-13,9,7
Karachi,1997-04-19,8,3
Karachi,1997-04-28,5,7
Karachi,1997-05-03,2,6
Karachi,1997-05-09,5,6
Karachi,1997-05-17,6,3
Karachi,1997-05-20,4,7
Karachi,1997-06-02,5,5
Karachi,1997-06-05,3,6
Karachi,1997-06-11,2,6
Karachi,1997-06-17,5,8
Karachi,1997-06-25,3,8
Karachi,1997-07-05,3,10
Karachi,1997-07-11,4,6
Karachi,1997-07-19,4,6
Karachi,1997-07-28,3,5
Karachi,1997-08-03,3,6
Karachi,1997-08-08,5,6
Karachi,1997-08-17,3,5
Karachi,1997-08-23,3,6
Karachi,1997-08-30,6,6
Karachi,1997-09-04,5,8
Karachi,1997-09-13,3,6
Karachi,1997-09-21,4,6
Karachi,1997-09-28,7,6
Karachi,1997-10-01,1,7
Karachi,1997-10-11,5,6
Karachi,1997-10-20,6,6
Karachi,1997-10-25,7,7
Karachi,1997-10-30,6,6
Karachi,1997-11-08,6,6
Karachi,1997-11-16,7,6
Karachi,1997-11-19,6,5
Karachi,1997-11-25,9,7
Karachi,1997-12-05,9,8
Karachi,1997-12-15,7,7
Karachi,1997-12-18,8,7
Karachi,1997-12-29,10,5
Karachi,1998-01-04,8,5
Karachi,1998-01-09,7,8
Karachi,1998-01-16,8,6
Karachi,1998-01-26,9,7
Karachi,1998-01-29,9,6
Karachi,1998-02-09,8,8
Karachi,1998-02-15,7,5
Karachi,1998-02-17,6,7
Karachi,1998-03-01,8,7
Karachi,1998-03-08,9,6
Karachi,1998-03-11,7,6
Karachi,1998-03-20,6,7
Karachi,1998-03-27,6,8
Karachi,1998-04-05,7,5
Karachi,1998-04-11,7,6
Karachi,1998-04-15,2,6
Karachi,1998-04-25,5,7
Karachi,1998-04-29,5,5
Karachi,1998-05-05,5,7
Karachi,1998-05-13,3,7
Karachi,1998-05-20,6,6
Karachi,1998-05-27,5,5
Karachi,1998-06-07,5,7
Karachi,1998-06-09,5,7
Karachi,1998-06-20,3,6
Karachi,1998-06-27,4,6
Karachi,1998-07-02,6,7
Karachi,1998-07-09,1,7
Karachi,1998-07-15,3,5
Karachi,1998-07-27,10,6
Karachi,1998-07-28,3,5
Karachi,1998-08-04,4,6
Karachi,1998-08-16,6,7
Karachi,1998-08-23,4,7
Karachi,1998-08-29,2,6
Karachi,1998-09-01,3,6
Karachi,1998-09-10,4,6
Karachi,1998-09-18,3,6
Karachi,1998-09-24,4,6
Karachi,1998-10-02,8,4
Karachi,1998-10-08,5,6
Karachi,1998-10-15,5,5
Karachi,1998-10-21,6,5
Karachi,1998-11-02,4,5
Karachi,1998-11-08,3,4
Karachi,1998-11-15,8,4
Karachi,1998-11-19,8,7
Karachi,1998-11-25,3,5
Karachi,1998-12-03,10,7
Karachi,1998-12-08,8,10
Karachi,1998-12-19,7,7
Karachi,1998-12-26,8,6
Karachi,1999-01-01,10,4
Karachi,1999-01-08,7,6
Karachi,1999-01-15,9,6
Karachi,1999-01-24,7,8
Karachi,1999-01-30,7,4
Karachi,1999-02-08,9,5
Karachi,1999-02-09,7,4
Karachi,1999-02-16,10,8
Karachi,1999-02-27,7,5
Karachi,1999-03-07,8,8
Karachi,1999-03-15,5,9
Karachi,1999-03-20,8,7
Karachi,1999-03-28,7,7
Karachi,1999-04-05,4,6
Karachi,1999-04-11,6,6
Karachi,1999-04-17,5,4
Karachi,1999-04-23,6,4
Karachi,1999-04-28,5,6
Karachi,1999-05-05,5,4
Karachi,1999-05-16,6,5
Karachi,1999-05-19,7,6
Karachi,1999-05-30,3,7
Karachi,1999-06-03,3,6
Karachi,1999-06-09,4,6
Karachi,1999-06-16,3,6
Karachi,1999-06-26,5,5
Karachi,1999-06-30,4,8
Karachi,1999-07-09,1,6
Karachi,1999-07-16,3,7
Karachi,1999-07-20,4,5
Karachi,1999-07-30,2,5
Karachi,1999-08-04,2,7
Karachi,1999-08-12,4,6
Karachi,1999-08-20,3,5
Karachi,1999-08-30,3,6
Karachi,1999-09-05,4,8
Karachi,1999-09-13,4,5
Karachi,1999-09-16,5,6
Karachi,1999-09-23,4,7
Karachi,1999-10-02,4,5
Karachi,1999-10-08,6,6
Karachi,1999-10-15,4,8
Karachi,1999-10-23,4,6
Karachi,1999-10-31,6,6
Karachi,1999-11-06,7,5
Karachi,1999-11-12,8,7
Karachi,1999-11-20,4,5
Karachi,1999-11-23,6,5
Karachi,1999-12-03,7,7
Karachi,1999-12-10,5,7
Karachi,1999-12-14,8,7
Karachi,1999-12-21,7,7
Karachi,2000-01-01,6,7
Karachi,2000-01-04,8,5
Karachi,2000-01-12,9,6
Karachi,2000-01-19,9,7
Karachi,2000-01-28,9,7
Karachi,2000-02-04,8,6
Karachi,2000-02-11,5,4
Karachi,2000-02-18,9,6
Karachi,2000-02-26,9,6
Karachi,2000-03-04,7,9
Karachi,2000-03-07,7,9
Karachi,2000-03-16,6,6
Karachi,2000-03-22,7,7
Karachi,2000-03-31,7,8
Karachi,2000-04-07,8,4
Karachi,2000-04-12,3,5
Karachi,2000-04-18,7,6
Karachi,2000-04-30,7,5
Karachi,2000-05-08,7,5
Karachi,2000-05-10,6,7
Karachi,2000-05-20,5,5
Karachi,2000-05-24,3,6
Karachi,2000-06-05,3,6
Karachi,2000-06-07,1,6
Karachi,2000-06-15,4,1
Karachi,2000-06-25,4,5
Karachi,2000-07-02,5,7
Karachi,2000-07-07,4,7
Karachi,2000-07-12,4,6
Karachi,2000-07-24,2,6
Karachi,2000-07-26,2,10
Karachi,2000-08-02,4,7
Karachi,2000-08-09,5,5
Karachi,2000-08-20,5,7
Karachi,2000-08-23,1,6
Karachi,2000-08-29,10,5
Karachi,2000-09-10,4,5
Karachi,2000-09-14,4,5
Karachi,2000-09-25,5,6
Karachi,2000-09-27,4,5
Karachi,2000-10-06,4,6
Karachi,2000-10-13,4,1
Karachi,2000-10-18,5,8
Karachi,2000-10-26,4,8
Karachi,2000-11-02,6,9
Karachi,2000-11-07,7,5
Karachi,2000-11-16,5,6
Karachi,2000-11-24,6,6
Karachi,2000-11-30,6,7
Karachi,2000-12-10,10,6
Karachi,2000-12-12,7,7
Karachi,2000-12-20,6,8
Karachi,2000-12-26,9,7
Karachi,2001-01-06,9,7
Karachi,2001-01-11,8,7
Karachi,2001-01-16,7,5
Karachi,2001-01-26,1,6
Karachi,2001-01-31,6,7
Karachi,2001-02-08,9,6
Karachi,2001-02-18,8,7
Karachi,2001-02-25,7,5
Karachi,2001-03-05,6,7
Karachi,2001-03-07,10,5
Karachi,2001-03-15,6,6
Karachi,2001-03-23,7,9
Karachi,2001-03-27,8,6
Karachi,2001-04-07,6,3
Karachi,2001-04-14,6,5
Karachi,2001-04-20,6,8
Karachi,2001-04-29,6,6
Karachi,2001-05-01,3,7
Karachi,2001-05-11,10,6
Karachi,2001-05-18,4,7
Karachi,2001-05-25,3,5
Karachi,2001-06-03,3,7
Karachi,2001-06-11,3,7
Karachi,2001-06-12,4,5
Karachi,2001-06-19,4,6
Karachi,2001-07-02,4,6
Karachi,2001-07-09,4,8
Karachi,2001-07-16,1,8
Karachi,2001-07-19,4,7
Karachi,2001-07-27,3,6
Karachi,2001-08-05,4,6
Karachi,2001-08-10,5,4
Karachi,2001-08-20,4,5
Karachi,2001-08-21,1,8
Karachi,2001-09-01,5,7
Karachi,2001-09-05,5,7
Karachi,2001-09-17,5,5
Karachi,2001-09-20,3,7
Karachi,2001-09-30,5,7
Karachi,2001-10-04,8,6
Karachi,2001-10-09,6,7
Karachi,2001-10-22,7,5
Karachi,2001-10-23,3,6
Karachi,2001-11-01,6,5
Karachi,2001-11-11,5,4
Karachi,2001-11-15,10,6
Karachi,2001-11-24,6,6
Karachi,2001-12-01,7,6
Karachi,2001-12-10,8,6
Karachi,2001-12-16,5,8
Karachi,2001-12-23,9,6
Karachi,2001-12-29,1,6
Karachi,2002-01-06,6,7
Karachi,2002-01-13,8,6
Karachi,2002-01-18,8,7
Karachi,2002-01-27,10,7
Karachi,2002-02-02,8,7
Karachi,2002-02-09,6,7
Karachi,2002-02-12,8,6
Karachi,2002-02-23,10,5
Karachi,2002-03-01,8,8
Karachi,2002-03-08,7,7
Karachi,2002-03-18,5,7
Karachi,2002-03-24,7,9
Karachi,2002-03-27,6,5
Karachi,2002-04-02,6,5
Karachi,2002-04-15,5,7
Karachi,2002-04-17,7,8
Karachi,2002-04-27,3,5
Karachi,2002-05-06,5,4
Karachi,2002-05-12,3,6
Karachi,2002-05-18,3,7
Karachi,2002-05-25,4,6
Karachi,2002-06-02,2,7
Karachi,2002-06-07,5,6
Karachi,2002-06-16,3,5
Karachi,2002-06-20,1,8
Karachi,2002-07-01,4,1
Karachi,2002-07-05,4,6
Karachi,2002-07-12,4,6
Karachi,2002-07-22,3,8
Karachi,2002-07-25,5,7
Karachi,2002-08-01,5,8
Karachi,2002-08-12,2,6
Karachi,2002-08-15,4,7
Karachi,2002-08-26,5,5
Karachi,2002-08-31,5,7
Karachi,2002-09-07,5,7
Karachi,2002-09-15,4,5
Karachi,2002-09-20,7,5
Karachi,2002-09-24,5,5
Karachi,2002-10-04,5,6
Karachi,2002-10-11,5,5
Karachi,2002-10-15,6,4
Karachi,2002-10-22,7,5
Karachi,2002-11-03,4,5
Karachi,2002-11-06,7,8
Karachi,2002-11-16,6,7
Karachi,2002-11-19,9,5
Karachi,2002-11-29,8,5
Karachi,2002-12-07,8,7
Karachi,2002-12-14,10,8
Karachi,2002-12-21,8,7
Karachi,2002-12-27,8,6
Karachi,2003-01-03,10,5
Karachi,2003-01-09,10,7
Karachi,2003-01-19,9,7
Karachi,2003-01-21,8,7
Karachi,2003-01-30,10,8
Karachi,2003-02-09,9,6
Karachi,2003-02-11,5,6
Karachi,2003-02-21,8,7
Karachi,2003-03-03,6,5
Karachi,2003-03-10,6,8
Karachi,2003-03-14,6,7
Karachi,2003-03-21,6,7
Karachi,2003-03-31,8,7
Karachi,2003-04-05,5,6
Karachi,2003-04-13,6,7
Karachi,2003-04-17,6,4
Karachi,2003-04-25,7,6
Karachi,2003-04-29,6,5
Karachi,2003-05-08,3,3
Karachi,2003-05-17,6,5
Karachi,2003-05-24,4,4
Karachi,2003-05-28,5,6
Karachi,2003-06-06,4,4
Karachi,2003-06-14,3,7
Karachi,2003-06-20,6,4
Karachi,2003-06-30,4,7
Karachi,2003-07-06,3,6
Karachi,2003-07-11,4,6
Karachi,2003-07-17,4,5
Karachi,2003-07-27,4,5
Karachi,2003-08-04,3,7
Karachi,2003-08-08,4,7
Karachi,2003-08-17,2,8
Karachi,2003-08-25,3,6
Karachi,2003-08-28,4,5
Karachi,2003-09-03,3,7
Karachi,2003-09-11,4,6
Karachi,2003-09-17,6,7
Karachi,2003-09-27,6,6
Karachi,2003-10-05,10,5
Karachi,2003-10-13,5,6
Karachi,2003-10-17,4,5
Karachi,2003-10-27,6,8
Karachi,2003-10-28,6,7
Karachi,2003-11-06,6,5
Karachi,2003-11-16,6,6
Karachi,2003-11-23,7,7
Karachi,2003-11-28,5,7
Karachi,2003-12-08,10,8
Karachi,2003-12-09,9,8
Karachi,2003-12-21,7,8
Karachi,2003-12-29,8,7
Karachi,2004-01-04,8,8
Karachi,2004-01-06,7,3
Karachi,2004-01-16,5,6
Karachi,2004-01-26,9,6
Karachi,2004-01-31,8,6
Karachi,2004-02-03,6,7
Karachi,2004-02-11,8,5
Karachi,2004-02-17,8,7
Karachi,2004-02-28,8,8
Karachi,2004-03-06,7,9
Karachi,2004-03-09,5,7
Karachi,2004-03-17,9,7
Karachi,2004-03-23,8,6
Karachi,2004-03-30,7,7
Karachi,2004-04-08,5,2
Karachi,2004-04-14,3,5
Karachi,2004-04-23,6,5
Karachi,2004-04-29,5,6
Karachi,2004-05-04,2,7
Karachi,2004-05-15,2,8
Karachi,2004-05-19,6,7
Karachi,2004-05-28,3,6
Karachi,2004-06-03,4,5
Karachi,2004-06-13,3,6
Karachi,2004-06-16,3,6
Karachi,2004-06-25,4,7
Karachi,2004-06-29,5,5
Karachi,2004-07-09,1,6
Karachi,2004-07-15,1,5
Karachi,2004-07-23,2,6
Karachi,2004-08-02,4,6
Karachi,2004-08-07,3,6
Karachi,2004-08-12,3,6
Karachi,2004-08-23,5,8
Karachi,2004-08-26,4,7
Karachi,2004-09-04,4,5
Karachi,2004-09-09,2,5
Karachi,2004-09-20,5,6
Karachi,2004-09-21,4,7
Karachi,2004-10-02,6,5
Karachi,2004-10-07,5,7
Karachi,2004-10-15,5,7
Karachi,2004-10-23,6,6
Karachi,2004-10-28,8,8
Karachi,2004-11-06,5,5
Karachi,2004-11-15,5,5
Karachi,2004-11-22,7,5
Karachi,2004-11-24,5,6
Karachi,2004-12-01,7,6
Karachi,2004-12-13,10,9
Karachi,2004-12-18,6,7
Karachi,2004-12-25,9,7
Karachi,2005-01-03,8,7
Karachi,2005-01-08,6,9
Karachi,2005-01-11,5,8
Karachi,2005-01-23,9,6
Karachi,2005-01-28,9,6
Karachi,2005-02-06,8,8
Karachi,2005-02-12,7,10
Karachi,2005-02-16,8,9
Karachi,2005-02-28,10,6
Karachi,2005-03-07,7,5
Karachi,2005-03-13,8,7
Karachi,2005-03-20,8,8
Karachi,2005-03-24,7,7
Karachi,2005-04-04,4,6
Karachi,2005-04-07,5,4
Karachi,2005-04-15,6,6
Karachi,2005-04-20,4,8
Karachi,2005-04-26,6,7
Karachi,2005-05-07,6,5
Karachi,2005-05-12,4,6
Karachi,2005-05-22,4,7
Karachi,2005-05-27,5,7
Karachi,2005-06-05,5,6
Karachi,2005-06-10,1,7
Karachi,2005-06-17,5,6
Karachi,2005-06-25,1,7
Karachi,2005-07-03,3,7
Karachi,2005-07-08,4,5
Karachi,2005-07-18,1,6
Karachi,2005-07-20,5,7
Karachi,2005-07-27,3,6
Karachi,2005-08-06,1,6
Karachi,2005-08-11,5,7
Karachi,2005-08-21,4,8
Karachi,2005-08-24,2,5
Karachi,2005-09-01,4,6
Karachi,2005-09-10,5,7
Karachi,2005-09-15,4,5
Karachi,2005-09-25,5,6
Karachi,2005-09-29,4,6
Karachi,2005-10-09,5,8
Karachi,2005-10-11,6,5
Karachi,2005-10-20,6,5
Karachi,2005-10-31,6,1
Karachi,2005-11-01,6,5
Karachi,2005-11-14,7,6
Karachi,2005-11-20,4,6
Karachi,2005-11-22,7,5
Karachi,2005-12-04,10,6
Karachi,2005-12-12,8,4
Karachi,2005-12-19,9,9
Karachi,2005-12-26,6,5
Karachi,2006-01-02,8,7
Karachi,2006-01-07,7,8
Karachi,2006-01-15,8,8
Karachi,2006-01-20,10,8
Karachi,2006-01-27,7,8
Karachi,2006-01-31,9,8
Karachi,2006-02-08,4,8
Karachi,2006-02-20,7,8
Karachi,2006-02-27,8,6
Karachi,2006-03-06,8,7
Karachi,2006-03-12,7,7
Karachi,2006-03-16,8,7
Karachi,2006-03-22,8,6
Karachi,2006-03-31,6,6
Karachi,2006-04-08,8,6
Karachi,2006-04-15,4,7
Karachi,2006-04-24,5,7
Karachi,2006-04-26,1,5
Karachi,2006-05-08,3,8
Karachi,2006-05-09,2,7
Karachi,2006-05-19,7,5
Karachi,2006-05-29,4,5
Karachi,2006-06-01,3,6
Karachi,2006-06-08,3,6
Karachi,2006-06-16,3,6
Karachi,2006-06-25,4,5
Karachi,2006-07-01,3,7
Karachi,2006-07-06,2,3
Karachi,2006-07-16,4,5
Karachi,2006-07-24,3,6
Karachi,2006-07-26,3,6
Karachi,2006-08-06,6,6
Karachi,2006-08-12,3,6
Karachi,2006-08-19,2,5
Karachi,2006-08-28,5,8
Karachi,2006-09-04,5,6
Karachi,2006-09-10,2,7
Karachi,2006-09-18,4,6
Karachi,2006-09-22,4,8
Karachi,2006-09-27,1,5
Karachi,2006-10-03,6,6
Karachi,2006-10-10,8,6
Karachi,2006-10-21,6,7
Karachi,2006-10-29,6,3
Karachi,2006-11-01,8,5
Karachi,2006-11-10,5,6
Karachi,2006-11-18,8,1
Karachi,2006-11-23,8,5
Karachi,2006-11-29,6,7
Karachi,2006-12-11,9,5
Karachi,2006-12-16,6,6
Karachi,2006-12-24,7,7
Karachi,2006-12-26,6,9
Karachi,2007-01-02,10,7
Karachi,2007-01-09,6,7
Karachi,2007-01-16,8,5
Karachi,2007-01-26,7,7
Karachi,2007-02-02,9,5
Karachi,2007-02-12,7,6
Karachi,2007-02-15,7,7
Karachi,2007-02-26,8,6
Karachi,2007-03-01,7,6
Karachi,2007-03-07,6,7
Karachi,2007-03-14,7,7
Karachi,2007-03-24,5,5
Karachi,2007-03-29,10,7
Karachi,2007-04-07,5,5
Karachi,2007-04-11,7,5
Karachi,2007-04-22,5,6
Karachi,2007-04-26,6,6
Karachi,2007-05-04,3,5
Karachi,2007-05-14,5,9
Karachi,2007-05-15,6,6
Karachi,2007-05-28,5,6
Karachi,2007-06-02,4,6
Karachi,2007-06-05,4,5
Karachi,2007-06-13,5,6
Karachi,2007-06-24,4,4
Karachi,2007-06-29,4,6
Karachi,2007-07-09,2,6
Karachi,2007-07-15,2,6
Karachi,2007-07-18,4,6
Karachi,2007-07-25,5,5
Karachi,2007-08-06,2,6
Karachi,2007-08-07,2,9
Karachi,2007-08-17,4,5
Karachi,2007-08-24,3,6
Karachi,2007-09-03,4,5
Karachi,2007-09-06,4,6
Karachi,2007-09-11,5,5
Karachi,2007-09-24,4,6
Karachi,2007-09-29,4,5
Karachi,2007-10-06,3,4
Karachi,2007-10-11,10,7
Karachi,2007-10-16,7,5
Karachi,2007-10-27,8,7
Karachi,2007-10-30,6,6
Karachi,2007-11-09,4,7
Karachi,2007-11-14,7,7
Karachi,2007-11-20,6,8
Karachi,2007-11-27,6,8
Karachi,2007-12-09,9,8
Karachi,2007-12-17,8,8
Karachi,2007-12-22,8,7
Karachi,2007-12-26,7,6
Karachi,2008-01-03,8,5
Karachi,2008-01-13,8,6
Karachi,2008-01-17,10,5
Karachi,2008-01-24,7,6
Karachi,2008-02-01,8,5
Karachi,2008-02-07,8,6
Karachi,2008-02-13,7,8
Karachi,2008-02-20,10,7
Karachi,2008-03-02,6,7
Karachi,2008-03-06,7,7
Karachi,2008-03-11,7,6
Karachi,2008-03-22,7,7
Karachi,2008-03-28,6,7
Karachi,2008-04-05,4,6
Karachi,2008-04-10,7,6
Karachi,2008-04-17,4,5
Karachi,2008-04-26,5,5
Karachi,2008-05-01,4,6
Karachi,2008-05-12,3,6
Karachi,2008-05-13,4,7
Karachi,2008-05-25,3,7
Karachi,2008-06-02,10,4
Karachi,2008-06-04,2,6
Karachi,2008-06-13,4,6
Karachi,2008-06-20,6,5
Karachi,2008-06-26,6,6
Karachi,2008-07-05,3,6
Karachi,2008-07-08,1,5
Karachi,2008-07-21,2,6
Karachi,2008-07-23,1,5
Karachi,2008-07-30,3,5
Karachi,2008-08-06,4,6
Karachi,2008-08-16,2,7
Karachi,2008-08-21,2,5
Karachi,2008-09-01,2,5
Karachi,2008-09-02,5,5
Karachi,2008-09-13,6,7
Karachi,2008-09-18,4,5
Karachi,2008-09-24,2,6
Karachi,2008-10-04,7,4
Karachi,2008-10-07,7,7
Karachi,2008-10-20,4,8
Karachi,2008-10-24,6,7
Karachi,2008-10-28,4,6
Karachi,2008-11-05,7,8
Karachi,2008-11-16,7,7
Karachi,2008-11-22,7,5
Karachi,2008-11-28,8,7
Karachi,2008-12-05,6,7
Karachi,2008-12-09,10,6
Karachi,2008-12-22,6,8
Karachi,2008-12-25,7,7
Karachi,2009-01-01,1,7
Karachi,2009-01-07,7,6
Karachi,2009-01-16,8,8
Karachi,2009-01-25,7,4
Karachi,2009-01-30,8,7
Karachi,2009-02-06,10,6
Karachi,2009-02-15,10,8
Karachi,2009-02-21,9,8
Karachi,2009-02-26,9,6
Karachi,2009-03-09,8,6
Karachi,2009-03-16,6,7
Karachi,2009-03-17,7,7
Karachi,2009-03-30,6,7
Karachi,2009-03-31,9,6
Karachi,2009-04-12,6,6
Karachi,2009-04-18,8,10
Karachi,2009-04-22,6,4
Karachi,2009-05-04,4,5
Karachi,2009-05-10,3,6
Karachi,2009-05-12,3,6
Karachi,2009-05-21,4,6
Karachi,2009-05-31,7,5
Karachi,2009-06-05,3,6
Karachi,2009-06-09,6,5
Karachi,2009-06-18,1,5
Karachi,2009-06-28,3,5
Karachi,2009-07-03,2,8
Karachi,2009-07-12,2,5
Karachi,2009-07-14,3,6
Karachi,2009-07-22,3,7
Karachi,2009-07-31,3,4
Karachi,2009-08-09,2,8
Karachi,2009-08-14,2,8
Karachi,2009-08-23,3,6
Karachi,2009-08-28,2,6
Karachi,2009-09-02,6,5
Karachi,2009-09-13,7,5
Karachi,2009-09-19,6,8
Karachi,2009-09-28,5,6
Karachi,2009-09-29,6,5
Karachi,2009-10-08,6,5
Karachi,2009-10-15,5,4
Karachi,2009-10-22,4,4
Karachi,2009-10-27,5,7
Karachi,2009-11-07,9,5
Karachi,2009-11-13,7,6
Karachi,2009-11-22,6,10
Karachi,2009-11-30,7,6
Karachi,2009-12-03,9,7
Karachi,2009-12-08,6,7
Karachi,2009-12-16,7,8
Karachi,2009-12-26,5,6
Karachi,2009-12-29,9,9
Karachi,2010-01-06,7,8
Karachi,2010-01-16,5,7
Karachi,2010-01-21,8,6
Karachi,2010-01-29,7,7
Karachi,2010-02-08,6,5
Karachi,2010-02-11,10,7
Karachi,2010-02-21,9,7
Karachi,2010-02-27,10,6
Karachi,2010-03-04,6,8
Karachi,2010-03-10,5,6
Karachi,2010-03-18,6,6
Karachi,2010-03-24,5,7
Karachi,2010-04-01,6,7
Karachi,2010-04-10,4,7
Karachi,2010-04-14,6,5
Karachi,2010-04-22,4,7
Karachi,2010-05-02,5,7
Karachi,2010-05-07,6,4
Karachi,2010-05-15,4,7
Karachi,2010-05-19,4,6
Karachi,2010-05-28,4,7
Karachi,2010-06-06,5,5
Karachi,2010-06-11,4,5
Karachi,2010-06-19,1,7
Karachi,2010-06-27,5,7
Karachi,2010-06-30,4,5
Karachi,2010-07-12,5,5
Karachi,2010-07-15,6,5
Karachi,2010-07-25,5,6
Karachi,2010-07-28,4,7
Karachi,2010-08-08,10,7
Karachi,2010-08-11,1,6
Karachi,2010-08-18,1,7
Karachi,2010-08-28,2,7
Karachi,2010-09-01,5,7
Karachi,2010-09-13,4,6
Karachi,2010-09-20,5,6
Karachi,2010-09-27,4,3
Karachi,2010-10-03,6,8
Karachi,2010-10-10,5,4
Karachi,2010-10-17,6,7
Karachi,2010-10-19,5,5
Karachi,2010-10-30,6,5
Karachi,2010-11-05,8,5
Karachi,2010-11-15,6,5
Karachi,2010-11-18,6,6
Karachi,2010-11-29,5,6
Karachi,2010-12-01,7,5
Karachi,2010-12-07,9,6
Karachi,2010-12-14,8,5
Karachi,2010-12-22,9,8
Karachi,2010-12-28,9,6
Karachi,2011-01-05,10,7
Karachi,2011-01-16,9,9
Karachi,2011-01-20,9,7
Karachi,2011-01-25,6,8
Karachi,2011-02-07,7,6
Karachi,2011-02-10,10,7
Karachi,2011-02-15,8,6
Karachi,2011-02-23,9,9
Karachi,2011-03-04,6,7
Karachi,2011-03-14,7,8
Karachi,2011-03-20,4,8
Karachi,2011-03-26,6,7
Karachi,2011-03-30,6,10
Karachi,2011-04-08,5,4
Karachi,2011-04-13,9,6
Karachi,2011-04-20,5,4
Karachi,2011-05-02,4,5
Karachi,2011-05-09,6,7
Karachi,2011-05-14,4,4
Karachi,2011-05-22,4,6
Karachi,2011-05-30,4,6
Karachi,2011-06-06,3,5
Karachi,2011-06-11,3,5
Karachi,2011-06-17,3,5
Karachi,2011-06-25,4,5
Karachi,2011-07-02,5,6
Karachi,2011-07-08,4,4
Karachi,2011-07-17,4,6
Karachi,2011-07-24,3,5
Karachi,2011-07-31,1,5
Karachi,2011-08-04,4,7
Karachi,2011-08-14,4,9
Karachi,2011-08-17,4,6
Karachi,2011-08-28,2,4
Karachi,2011-09-05,4,6
Karachi,2011-09-08,4,6
Karachi,2011-09-16,1,5
Karachi,2011-09-25,4,5
Karachi,2011-10-03,4,8
Karachi,2011-10-04,6,6
Karachi,2011-10-13,7,5
Karachi,2011-10-18,5,7
Karachi,2011-10-25,4,7
Karachi,2011-11-06,6,5
Karachi,2011-11-10,7,5
Karachi,2011-11-18,7,6
Karachi,2011-11-25,8,6
Karachi,2011-12-03,10,7
Karachi,2011-12-06,6,8
Karachi,2011-12-14,4,6
Karachi,2011-12-22,6,7
Karachi,2011-12-27,7,7
Karachi,2012-01-07,7,7
Karachi,2012-01-16,7,7
Karachi,2012-01-22,6,8
Karachi,2012-01-30,9,8
Karachi,2012-02-06,8,8
Karachi,2012-02-08,9,7
Karachi,2012-02-16,8,6
Karachi,2012-02-21,9,7
Karachi,2012-03-03,7,6
Karachi,2012-03-09,7,7
Karachi,2012-03-15,7,6
Karachi,2012-03-24,7,8
Karachi,2012-03-28,8,8
Karachi,2012-04-08,6,7
Karachi,2012-04-16,6,8
Karachi,2012-04-23,5,6
Karachi,2012-04-27,4,7
Karachi,2012-05-02,5,6
Karachi,2012-05-10,4,5
Karachi,2012-05-19,3,5
Karachi,2012-05-24,4,7
Karachi,2012-06-02,2,5
Karachi,2012-06-08,3,7
Karachi,2012-06-17,5,6
Karachi,2012-06-21,4,5
Karachi,2012-07-02,3,7
Karachi,2012-07-09,1,5
Karachi,2012-07-13,3,7
Karachi,2012-07-20,2,5
Karachi,2012-07-30,4,6
Karachi,2012-08-05,3,5
Karachi,2012-08-07,1,5
Karachi,2012-08-19,1,5
Karachi,2012-08-26,4,5
Karachi,2012-08-29,3,6
Karachi,2012-09-06,4,6
Karachi,2012-09-15,6,4
Karachi,2012-09-24,4,7
Karachi,2012-09-29,5,6
Karachi,2012-10-07,7,5
Karachi,2012-10-10,5,5
Karachi,2012-10-18,7,10
Karachi,2012-10-25,8,7
Karachi,2012-11-01,5,6
Karachi,2012-11-07,7,5
Karachi,2012-11-13,8,7
Karachi,2012-11-22,5,6
Karachi,2012-12-03,7,9
Karachi,2012-12-07,8,6
Karachi,2012-12-14,9,8
Karachi,2012-12-24,7,8
Karachi,2012-12-28,9,7
Karachi,2013-01-05,7,8
Karachi,2013-01-11,7,6
Karachi,2013-01-18,7,8
Karachi,2013-01-25,9,7
Karachi,2013-01-29,10,6
Karachi,2013-02-11,9,5
Karachi,2013-02-18,7,8
Karachi,2013-02-21,9,7
Karachi,2013-02-26,8,7
Karachi,2013-03-09,6,6
Karachi,2013-03-15,6,6
Karachi,2013-03-23,5,6
Karachi,2013-04-01,6,5
Karachi,2013-04-07,7,5
Karachi,2013-04-09,7,7
Karachi,2013-04-18,6,5
Karachi,2013-04-25,6,3
Karachi,2013-05-04,7,7
Karachi,2013-05-10,2,5
Karachi,2013-05-14,6,6
Karachi,2013-05-23,4,3
Karachi,2013-06-01,4,6
Karachi,2013-06-08,3,5
